Label,Model assigned score
"Binder, training set",0.7437155
"Binder, training set",0.74871504
"Nonbinder, training set",-0.32614607
"Binder, training set",2.964921
"Nonbinder, training set",-2.6537795
"Nonbinder, training set",-2.76515
"Binder, training set",0.28184795
"Nonbinder, training set",-1.0837736
"Nonbinder, training set",-2.8434658
"Binder, training set",-0.7069084
"Binder, training set",-0.9724158
"Nonbinder, training set",-1.7080541
"Binder, training set",2.9094152
"Binder, training set",4.0215964
"Nonbinder, training set",-3.1454015
"Nonbinder, training set",-3.1525846
"Nonbinder, training set",0.39499462
"Nonbinder, training set",-2.0574927
"Nonbinder, training set",-2.2649817
"Nonbinder, training set",-2.9174175
"Binder, training set",-0.65915436
"Nonbinder, training set",-1.3336225
"Nonbinder, training set",-1.9143001
"Binder, training set",1.8123347
"Binder, training set",2.2161617
"Nonbinder, training set",-0.9629342
"Nonbinder, training set",-2.3391185
"Nonbinder, training set",-2.6119819
"Binder, training set",3.015954
"Binder, training set",-0.20543247
"Nonbinder, training set",-2.3097715
"Binder, training set",1.361353
"Nonbinder, training set",-1.4294589
"Nonbinder, training set",-0.9433202
"Nonbinder, training set",-2.7859821
"Nonbinder, training set",-1.1350515
"Nonbinder, training set",-2.2347076
"Nonbinder, training set",-2.6079545
"Nonbinder, training set",-2.1215582
"Nonbinder, training set",-2.4942322
"Nonbinder, training set",-2.6510787
"Nonbinder, training set",-0.80329585
"Nonbinder, training set",-1.5751851
"Nonbinder, training set",-2.6369557
"Binder, training set",2.2422743
"Nonbinder, training set",-3.0492473
"Binder, training set",2.8803334
"Nonbinder, training set",-1.6011192
"Nonbinder, training set",-2.202799
"Binder, training set",2.329544
"Nonbinder, training set",-2.614644
"Nonbinder, training set",-2.5570357
"Nonbinder, training set",-0.52001464
"Nonbinder, training set",-0.75849515
"Nonbinder, training set",-0.5263228
"Nonbinder, training set",1.9789108
"Binder, training set",3.2584743
"Nonbinder, training set",-1.0902004
"Nonbinder, training set",-1.7540625
"Nonbinder, training set",0.833038
"Binder, training set",-0.458085
"Nonbinder, training set",-3.3778834
"Binder, training set",1.8855959
"Nonbinder, training set",-2.3200316
"Binder, training set",0.46545184
"Nonbinder, training set",-2.4407911
"Binder, training set",3.9246778
"Binder, training set",3.0023184
"Nonbinder, training set",-2.96281
"Binder, training set",1.0418165
"Binder, training set",1.796039
"Nonbinder, training set",-2.3492398
"Nonbinder, training set",-1.2572943
"Nonbinder, training set",1.2254336
"Binder, training set",1.6388148
"Nonbinder, training set",-2.4302325
"Binder, training set",0.36648488
"Nonbinder, training set",-1.6639246
"Nonbinder, training set",-2.6692634
"Binder, training set",3.2970715
"Nonbinder, training set",-2.456386
"Nonbinder, training set",1.3993169
"Binder, training set",1.2405065
"Nonbinder, training set",3.5008945
"Nonbinder, training set",-2.524261
"Nonbinder, training set",-2.0683367
"Binder, training set",1.308169
"Nonbinder, training set",-3.6631064
"Binder, training set",-0.24807751
"Binder, training set",0.9897269
"Nonbinder, training set",-0.81865835
"Binder, training set",3.128787
"Binder, training set",1.1896076
"Binder, training set",3.5911226
"Binder, training set",0.34857982
"Nonbinder, training set",-3.7948065
"Binder, training set",1.7772151
"Nonbinder, training set",0.44431162
"Nonbinder, training set",-2.3356586
"Nonbinder, training set",-2.1742613
"Binder, training set",2.1702046
"Binder, training set",0.2871068
"Binder, training set",-0.3538258
"Nonbinder, training set",-0.8259446
"Nonbinder, training set",-0.53414595
"Binder, training set",0.22649086
"Binder, training set",1.7192031
"Nonbinder, training set",-2.544575
"Nonbinder, training set",-1.6555532
"Nonbinder, training set",-3.1174831
"Nonbinder, training set",-2.1050406
"Nonbinder, training set",-3.0139923
"Nonbinder, training set",-1.4084299
"Nonbinder, training set",-1.3871622
"Nonbinder, training set",-3.1218877
"Nonbinder, training set",-2.5409932
"Nonbinder, training set",-0.6424503
"Nonbinder, training set",-2.8111181
"Nonbinder, training set",-1.2575853
"Nonbinder, training set",-2.9538932
"Nonbinder, training set",0.52806985
"Nonbinder, training set",0.52303183
"Nonbinder, training set",0.46769428
"Nonbinder, training set",2.2431521
"Nonbinder, training set",-2.0892944
"Nonbinder, training set",-2.3362384
"Nonbinder, training set",-1.4292829
"Nonbinder, training set",-1.8134568
"Binder, training set",1.9355654
"Nonbinder, training set",-1.8975233
"Nonbinder, training set",-2.231708
"Nonbinder, training set",-1.9837496
"Nonbinder, training set",1.3876232
"Binder, training set",2.125484
"Binder, training set",2.0784106
"Nonbinder, training set",-1.979838
"Nonbinder, training set",-0.3383301
"Binder, training set",1.5081378
"Nonbinder, training set",-1.7878252
"Binder, training set",1.1112229
"Nonbinder, training set",-2.3881218
"Nonbinder, training set",-1.3117468
"Nonbinder, training set",-0.31481957
"Nonbinder, training set",-2.3288631
"Nonbinder, training set",0.32616007
"Binder, training set",2.3053122
"Binder, training set",1.3595655
"Nonbinder, training set",-3.5080404
"Binder, training set",-1.0060865
"Nonbinder, training set",1.9807113
"Nonbinder, training set",-2.4626575
"Nonbinder, training set",1.458995
"Nonbinder, training set",-0.30295902
"Binder, training set",0.109274745
"Nonbinder, training set",-3.1233559
"Nonbinder, training set",-2.1847239
"Nonbinder, training set",-0.72998726
"Nonbinder, training set",-2.6125531
"Binder, training set",2.3977666
"Nonbinder, training set",-3.6676054
"Nonbinder, training set",-0.50447476
"Nonbinder, training set",-1.6232349
"Binder, training set",1.7529675
"Nonbinder, training set",-2.2818716
"Nonbinder, training set",-3.0623355
"Binder, training set",0.15500546
"Nonbinder, training set",-1.4004297
"Nonbinder, training set",-1.2436693
"Nonbinder, training set",-0.06848177
"Nonbinder, training set",-2.832354
"Nonbinder, training set",-0.7936244
"Binder, training set",3.5153012
"Nonbinder, training set",-3.1222334
"Nonbinder, training set",-0.15066966
"Nonbinder, training set",-1.467934
"Nonbinder, training set",-4.2492356
"Binder, training set",1.3933239
"Nonbinder, training set",-3.5444417
"Nonbinder, training set",0.44340062
"Nonbinder, training set",-1.7657412
"Binder, training set",2.864079
"Nonbinder, training set",1.422898
"Nonbinder, training set",0.9888687
"Nonbinder, training set",-1.3192303
"Nonbinder, training set",-2.0479822
"Nonbinder, training set",-1.6879284
"Nonbinder, training set",-2.3378034
"Nonbinder, training set",-2.2891128
"Nonbinder, training set",-1.3577348
"Nonbinder, training set",-2.1346865
"Binder, training set",-2.688321
"Nonbinder, training set",-3.180284
"Nonbinder, training set",-2.8715253
"Binder, training set",1.6349062
"Binder, training set",3.1057081
"Nonbinder, training set",-0.097020596
"Nonbinder, training set",-2.0209553
"Nonbinder, training set",0.18451285
"Nonbinder, training set",-0.3226505
"Nonbinder, training set",-0.8016322
"Binder, training set",2.463808
"Nonbinder, training set",-1.2719529
"Nonbinder, training set",-0.03335613
"Nonbinder, training set",-1.6152723
"Binder, training set",2.1819067
"Nonbinder, training set",-1.3007005
"Nonbinder, training set",-1.8534011
"Binder, training set",2.3663955
"Nonbinder, training set",-3.139586
"Nonbinder, training set",-2.1845763
"Binder, training set",2.4911022
"Nonbinder, training set",-1.1260583
"Nonbinder, training set",-2.0557585
"Nonbinder, training set",-1.1391845
"Nonbinder, training set",-2.3045535
"Nonbinder, training set",-1.767201
"Nonbinder, training set",-1.4047434
"Nonbinder, training set",-2.1739156
"Nonbinder, training set",-1.5699745
"Nonbinder, training set",-0.7998123
"Nonbinder, training set",-3.288025
"Nonbinder, training set",-1.7272604
"Binder, training set",1.6450647
"Nonbinder, training set",-0.14610302
"Nonbinder, training set",-2.119977
"Nonbinder, training set",-1.4270952
"Nonbinder, training set",-1.7633687
"Binder, training set",0.17004752
"Nonbinder, training set",-2.6738482
"Nonbinder, training set",-1.5203619
"Nonbinder, training set",-3.0763364
"Nonbinder, training set",-2.255622
"Nonbinder, training set",-2.9573283
"Binder, training set",1.2213987
"Binder, training set",0.6913662
"Nonbinder, training set",-0.33086663
"Nonbinder, training set",-1.4604731
"Nonbinder, training set",-3.3260827
"Binder, training set",2.5650535
"Binder, training set",1.8479093
"Nonbinder, training set",-2.0135417
"Binder, training set",-0.24662942
"Binder, training set",1.4426237
"Nonbinder, training set",-2.022583
"Nonbinder, training set",-2.3729038
"Nonbinder, training set",0.7191073
"Binder, training set",4.1481853
"Nonbinder, training set",1.9320983
"Nonbinder, training set",-3.0625706
"Nonbinder, training set",-2.9019985
"Binder, training set",0.35966748
"Nonbinder, training set",-2.3800974
"Nonbinder, training set",-1.8817271
"Nonbinder, training set",-2.1018934
"Binder, training set",0.5293211
"Nonbinder, training set",-3.0050955
"Nonbinder, training set",-2.4177165
"Nonbinder, training set",-1.1109244
"Nonbinder, training set",-3.2604012
"Nonbinder, training set",-1.875024
"Binder, training set",0.8987298
"Nonbinder, training set",-1.8381478
"Nonbinder, training set",1.871323
"Nonbinder, training set",-2.2265444
"Binder, training set",1.4594659
"Nonbinder, training set",-0.72828066
"Binder, training set",2.6696472
"Nonbinder, training set",-2.5312672
"Nonbinder, training set",1.1196692
"Nonbinder, training set",-1.9176807
"Binder, training set",-1.0118157
"Nonbinder, training set",-1.9832107
"Nonbinder, training set",-2.9950461
"Binder, training set",1.3996462
"Nonbinder, training set",-1.6431541
"Nonbinder, training set",-0.9722709
"Nonbinder, training set",0.98666525
"Nonbinder, training set",-1.1638303
"Nonbinder, training set",-1.6670473
"Nonbinder, training set",-2.1711898
"Nonbinder, training set",-2.4540038
"Nonbinder, training set",0.043447018
"Nonbinder, training set",-2.0226505
"Binder, training set",0.8872595
"Nonbinder, training set",-3.7225423
"Nonbinder, training set",-2.6113825
"Binder, training set",2.053721
"Nonbinder, training set",-2.7928128
"Nonbinder, training set",-2.782421
"Nonbinder, training set",-2.9401455
"Nonbinder, training set",-1.9486668
"Nonbinder, training set",-3.3225746
"Nonbinder, training set",-3.097136
"Binder, training set",0.6388432
"Nonbinder, training set",-0.72629637
"Binder, training set",1.6661876
"Binder, training set",-1.0723567
"Binder, training set",2.3253164
"Binder, training set",-0.69126487
"Nonbinder, training set",0.82070327
"Nonbinder, training set",-2.3456032
"Binder, training set",1.543729
"Binder, training set",0.2854874
"Nonbinder, training set",-3.617591
"Nonbinder, training set",-2.2965078
"Nonbinder, training set",-0.17647657
"Nonbinder, training set",-1.8473526
"Binder, training set",3.7365346
"Nonbinder, training set",-1.5486193
"Nonbinder, training set",0.40030754
"Nonbinder, training set",-2.4588299
"Nonbinder, training set",-0.5415045
"Binder, training set",1.6923074
"Binder, training set",3.9736457
"Binder, training set",1.9974667
"Nonbinder, training set",-1.8325087
"Nonbinder, training set",-2.5624928
"Nonbinder, training set",0.087575674
"Nonbinder, training set",-2.24858
"Nonbinder, training set",-0.69146127
"Nonbinder, training set",0.8942237
"Nonbinder, training set",-1.429601
"Nonbinder, training set",-2.3758187
"Nonbinder, training set",-0.5048014
"Nonbinder, training set",-2.1436067
"Nonbinder, training set",-2.1582596
"Nonbinder, training set",-1.841328
"Nonbinder, training set",-3.0119472
"Binder, training set",-2.4519014
"Binder, training set",-1.9035023
"Nonbinder, training set",-1.1659448
"Nonbinder, training set",-1.916422
"Nonbinder, training set",-3.2922006
"Binder, training set",-0.4082228
"Binder, training set",1.2337233
"Nonbinder, training set",-2.161128
"Nonbinder, training set",-1.8047106
"Binder, training set",2.0257263
"Binder, training set",2.6412597
"Nonbinder, training set",-1.4911871
"Binder, training set",-1.4162412
"Nonbinder, training set",-1.502193
"Binder, training set",1.0152911
"Nonbinder, training set",1.7484745
"Nonbinder, training set",2.5205379
"Nonbinder, training set",-0.62279844
"Nonbinder, training set",0.3374592
"Nonbinder, training set",-0.115496635
"Binder, training set",2.9326534
"Nonbinder, training set",-1.8522005
"Nonbinder, training set",0.9366262
"Binder, training set",2.980238
"Nonbinder, training set",-1.5521693
"Nonbinder, training set",-2.0854883
"Nonbinder, training set",-0.98165387
"Binder, training set",1.9338273
"Binder, training set",4.0235467
"Binder, training set",0.7706286
"Nonbinder, training set",-2.6074147
"Nonbinder, training set",-1.7788321
"Nonbinder, training set",-3.2193375
"Nonbinder, training set",-0.2695397
"Nonbinder, training set",-1.2340477
"Nonbinder, training set",-1.2639116
"Nonbinder, training set",-1.9109466
"Binder, training set",3.321978
"Binder, training set",1.875645
"Nonbinder, training set",-1.7632375
"Binder, training set",1.0819458
"Nonbinder, training set",-1.0807583
"Nonbinder, training set",-3.2111506
"Nonbinder, training set",-2.5227299
"Nonbinder, training set",0.50059974
"Nonbinder, training set",1.1094344
"Nonbinder, training set",-1.0226524
"Nonbinder, training set",-2.570387
"Nonbinder, training set",-2.3035636
"Nonbinder, training set",-2.5918431
"Nonbinder, training set",-2.7340999
"Nonbinder, training set",-0.39920077
"Nonbinder, training set",-1.662461
"Binder, training set",1.6978272
"Binder, training set",0.07198298
"Nonbinder, training set",-2.6973886
"Nonbinder, training set",-0.7670322
"Nonbinder, training set",-1.6994728
"Nonbinder, training set",-3.0720553
"Binder, training set",2.6090627
"Binder, training set",1.0783339
"Nonbinder, training set",-2.6587348
"Nonbinder, training set",-2.2359834
"Nonbinder, training set",-0.3742403
"Nonbinder, training set",-2.9149098
"Binder, training set",-1.7679771
"Binder, training set",1.5394939
"Nonbinder, training set",-3.0057201
"Binder, training set",0.45293653
"Nonbinder, training set",-2.5738916
"Nonbinder, training set",-0.25263265
"Nonbinder, training set",0.30852473
"Binder, training set",1.4046503
"Nonbinder, training set",-2.287364
"Nonbinder, training set",-2.2761936
"Nonbinder, training set",-1.1734433
"Binder, training set",-0.54273105
"Nonbinder, training set",-2.732441
"Nonbinder, training set",-2.3124962
"Binder, training set",1.9607381
"Nonbinder, training set",-2.550958
"Nonbinder, training set",-3.5045848
"Binder, training set",1.2282401
"Binder, training set",2.919036
"Nonbinder, training set",-3.2327976
"Nonbinder, training set",-1.3455285
"Nonbinder, training set",-1.4301991
"Nonbinder, training set",-4.4445853
"Nonbinder, training set",-2.7603025
"Nonbinder, training set",-1.6602274
"Nonbinder, training set",-2.6576104
"Binder, training set",1.9989878
"Nonbinder, training set",-2.859231
